"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
53,0.768337599647145,0.65,0.89,0.798335249802357,0.7,0.9
54,0.881356520556422,0.76,1.01,0.846178711712648,0.74,0.96
55,0.775463849782442,0.66,0.9,0.79908806045662,0.7,0.91
56,0.895480117698165,0.77,1.03,0.835222323978858,0.73,0.95
57,0.726113917510712,0.61,0.85,0.757312441401012,0.66,0.86
58,0.767659056919975,0.64,0.9,0.801653581588416,0.7,0.91
59,0.871388832132074,0.74,1.02,0.848124371491363,0.74,0.97
60,0.844192713401369,0.71,0.99,0.823102899827971,0.71,0.94
61,0.818721645197733,0.69,0.96,0.801568088883564,0.69,0.92
62,0.767957613970057,0.64,0.91,0.785149158886057,0.68,0.9
63,0.790455727186902,0.66,0.94,0.807854570507658,0.69,0.93
64,0.835481179721728,0.69,0.99,0.830191567144691,0.71,0.95
65,0.850167402122097,0.71,1.01,0.828024763948787,0.71,0.95
66,0.85265351761654,0.71,1.01,0.808943265420404,0.69,0.93
67,0.732895439174644,0.6,0.88,0.76914449955297,0.65,0.89
68,0.707257301348764,0.57,0.86,0.807667042781015,0.69,0.94
69,0.896496013591253,0.74,1.07,0.905927556400057,0.78,1.04
70,0.972036564398737,0.8,1.15,0.917900116659415,0.79,1.06
71,0.900022109388746,0.74,1.08,0.874579225490076,0.74,1.01
72,0.858711190545811,0.7,1.03,0.856394728668467,0.73,0.99
73,0.929813637838449,0.76,1.11,0.857849776088318,0.73,1
74,0.850606314521471,0.69,1.02,0.801166791230831,0.67,0.94
75,0.828176950694397,0.67,1,0.764217553436923,0.64,0.9
76,0.741408115752474,0.59,0.91,0.716420070874513,0.59,0.85
77,0.723006724165562,0.57,0.89,0.700370173722359,0.58,0.83
78,0.639900375661534,0.49,0.8,0.686769710588709,0.56,0.82
79,0.74183215170801,0.58,0.92,0.724591368021951,0.6,0.86
80,0.667381929439511,0.51,0.84,0.716288434434605,0.58,0.86
81,0.700728074573698,0.54,0.88,0.752141320643729,0.61,0.9
82,0.72699026442827,0.56,0.92,0.788307944343198,0.64,0.94
83,0.781301524228494,0.6,0.98,0.829014618368103,0.68,0.99
84,0.941226729890538,0.74,1.16,0.860254235241449,0.71,1.03
85,0.796897694841755,0.61,1.01,0.819155856123925,0.67,0.98
86,0.832730109215482,0.64,1.05,0.834665650112691,0.68,1
87,0.77438432534471,0.58,0.99,0.839398886127762,0.68,1.01
88,0.888221326257746,0.68,1.12,0.876944216478891,0.71,1.05
89,0.778996114218812,0.58,1,0.874971190301877,0.71,1.05
90,0.918459761287114,0.7,1.16,0.925770442247355,0.76,1.11
91,0.922562649899209,0.7,1.16,0.933046257649786,0.76,1.12
92,0.991789092198615,0.76,1.24,0.941646713933753,0.77,1.13
93,1.01693991008734,0.79,1.27,0.922092428179294,0.75,1.11
94,0.810425449924779,0.6,1.04,0.882504711824196,0.71,1.07
95,0.937350748447044,0.72,1.18,0.918777388150746,0.74,1.11
96,1.08863165196458,0.85,1.35,0.914112567746054,0.74,1.11
97,1.06208799302622,0.82,1.33,0.841140574361556,0.66,1.03
98,0.913317112068184,0.69,1.16,0.753539471698379,0.57,0.95
99,0.695185392274677,0.5,0.92,0.695185392274677,0.5,0.92
