day,cases,Rt
124,8.0,0.5
125,6.0,0.5
126,8.0,0.5
127,7.0,0.5
128,7.0,0.5
129,5.0,0.5
130,5.0,0.5
131,4.0,0.5
132,6.0,0.5
133,6.0,0.5
134,3.0,0.5
135,2.0,0.5
136,3.0,0.5
137,1.0,0.5
138,3.0,0.5
139,4.0,0.5
140,5.0,0.5
141,4.0,0.5
142,5.0,0.5
143,2.0,0.5
144,2.0,0.5
145,4.0,0.5
146,3.0,0.5
147,2.0,0.5
148,7.0,0.5
149,1.0,0.5
150,2.0,0.5
151,2.0,0.5
152,4.0,0.5
153,3.0,0.5
154,1.0,0.5
155,0.0,0.5
156,0.0,0.5
157,1.0,0.5
158,2.0,0.5
159,1.0,0.5
160,0.0,0.5
161,2.0,0.5
162,1.0,0.5
163,2.0,0.5
164,1.0,0.5
165,1.0,0.5
166,1.0,0.5
167,2.0,0.5
168,3.0,0.5
169,2.0,0.5
170,1.0,0.5
171,0.0,0.5
172,3.0,0.5
173,1.0,0.5
174,0.0,0.5
175,2.0,0.5
176,0.0,0.5
177,0.0,0.5
178,0.0,0.5
179,1.0,0.5
180,1.0,0.5
181,1.0,0.5
182,0.0,0.5
183,0.0,0.5
184,0.0,0.5
185,0.0,0.5
186,1.0,0.5
187,0.0,0.5
188,0.0,0.5
189,2.0,0.5
190,1.0,0.5
191,1.0,0.5
192,1.0,0.5
193,0.0,0.5
194,0.0,0.5
195,0.0,0.5
196,1.0,0.5
197,0.0,0.5
198,0.0,0.5
199,0.0,0.5
200,0.0,0.5
201,0.0,0.5
202,0.0,0.5
203,1.0,0.5
204,0.0,0.5
205,0.0,0.5
206,0.0,0.5
207,0.0,0.5
208,0.0,0.5
209,0.0,0.5
210,0.0,0.5
211,1.0,0.5
212,0.0,0.5
213,0.0,0.5
214,0.0,0.5
215,0.0,0.5
216,0.0,0.5
217,0.0,0.5
218,0.0,0.5
219,0.0,0.5
220,1.0,0.5
221,0.0,0.5
222,0.0,0.5
223,0.0,0.5
224,0.0,0.5
225,0.0,0.5
226,0.0,2.5
227,1.0,2.5
228,0.0,2.5
229,0.0,2.5
230,0.0,2.5
231,0.0,2.5
232,0.0,2.5
233,0.0,2.5
234,2.0,2.5
235,0.0,2.5
236,0.0,2.5
237,0.0,2.5
238,0.0,2.5
239,0.0,2.5
240,1.0,2.5
241,0.0,2.5
242,0.0,2.5
243,0.0,2.5
244,1.0,2.5
245,2.0,2.5
246,0.0,2.5
247,1.0,2.5
248,0.0,2.5
249,1.0,2.5
250,3.0,2.5
251,1.0,2.5
252,0.0,2.5
253,0.0,2.5
254,1.0,2.5
255,1.0,2.5
256,2.0,2.5
257,1.0,2.5
258,1.0,2.5
259,0.0,2.5
260,2.0,2.5
261,1.0,2.5
262,2.0,2.5
263,1.0,2.5
264,2.0,2.5
265,2.0,2.5
266,1.0,2.5
267,3.0,2.5
268,4.0,2.5
269,5.0,2.5
270,1.0,2.5
271,2.0,2.5
272,1.0,2.5
273,3.0,2.5
274,1.0,2.5
275,8.0,2.5
276,5.0,2.5
277,3.0,2.5
278,7.0,2.5
279,4.0,2.5
280,8.0,2.5
281,3.0,2.5
282,1.0,2.5
283,6.0,2.5
284,9.0,2.5
285,9.0,2.5
286,10.0,2.5
287,4.0,2.5
288,9.0,2.5
289,11.0,2.5
290,13.0,2.5
291,14.0,2.5
292,7.0,2.5
293,14.0,2.5
294,13.0,2.5
295,15.0,2.5
296,13.0,2.5
297,17.0,2.5
298,9.0,2.5
299,18.0,2.5
300,20.0,2.5
