day,cases,Rt
287,36.0,2.5
288,35.0,2.5
289,47.0,2.5
290,37.0,2.5
291,49.0,2.5
292,50.0,2.5
293,46.0,2.5
294,50.0,2.5
295,55.0,2.5
296,70.0,2.5
297,73.0,2.5
298,75.0,2.5
299,73.0,2.5
300,85.0,2.5
