day,cases,Rt
272,12.0,2.5
273,5.0,2.5
274,16.0,2.5
275,9.0,2.5
276,7.0,2.5
277,15.0,2.5
278,19.0,2.5
279,9.0,2.5
280,15.0,2.5
281,24.0,2.5
282,21.0,2.5
283,20.0,2.5
284,22.0,2.5
285,23.0,2.5
286,26.0,2.5
287,29.0,2.5
288,25.0,2.5
289,37.0,2.5
290,26.0,2.5
291,28.0,2.5
292,43.0,2.5
293,47.0,2.5
294,48.0,2.5
295,44.0,2.5
296,46.0,2.5
297,48.0,2.5
298,61.0,2.5
299,60.0,2.5
300,71.0,2.5
