day,cases,Rt
203,0.0,0.5
204,0.0,0.5
205,0.0,0.5
206,0.0,0.5
207,0.0,0.5
208,0.0,0.5
209,1.0,0.5
210,0.0,0.5
211,0.0,0.5
212,0.0,0.5
213,0.0,0.5
214,0.0,0.5
215,0.0,0.5
216,0.0,0.5
217,0.0,0.5
218,0.0,0.5
219,1.0,0.5
220,0.0,0.5
221,0.0,0.5
222,0.0,0.5
223,0.0,0.5
224,0.0,0.5
225,0.0,0.5
226,0.0,2.5
227,1.0,2.5
228,0.0,2.5
229,0.0,2.5
230,1.0,2.5
231,0.0,2.5
232,0.0,2.5
233,0.0,2.5
234,1.0,2.5
235,1.0,2.5
236,1.0,2.5
237,0.0,2.5
238,0.0,2.5
239,1.0,2.5
240,2.0,2.5
241,0.0,2.5
242,0.0,2.5
243,0.0,2.5
244,3.0,2.5
245,0.0,2.5
246,3.0,2.5
247,0.0,2.5
248,1.0,2.5
249,0.0,2.5
250,2.0,2.5
251,2.0,2.5
252,1.0,2.5
253,2.0,2.5
254,2.0,2.5
255,2.0,2.5
256,4.0,2.5
257,4.0,2.5
258,1.0,2.5
259,2.0,2.5
260,4.0,2.5
261,1.0,2.5
262,3.0,2.5
263,4.0,2.5
264,4.0,2.5
265,2.0,2.5
266,5.0,2.5
267,4.0,2.5
268,5.0,2.5
269,3.0,2.5
270,6.0,2.5
271,4.0,2.5
272,5.0,2.5
273,5.0,2.5
274,8.0,2.5
275,12.0,2.5
276,8.0,2.5
277,9.0,2.5
278,6.0,2.5
279,12.0,2.5
280,10.0,2.5
281,10.0,2.5
282,10.0,2.5
283,14.0,2.5
284,22.0,2.5
285,19.0,2.5
286,17.0,2.5
287,16.0,2.5
288,15.0,2.5
289,19.0,2.5
290,24.0,2.5
291,29.0,2.5
292,22.0,2.5
293,29.0,2.5
294,24.0,2.5
295,28.0,2.5
296,33.0,2.5
297,36.0,2.5
298,36.0,2.5
299,37.0,2.5
300,40.0,2.5
