day,cases,Rt
263,1.0,2.5
264,0.0,2.5
265,1.0,2.5
266,0.0,2.5
267,0.0,2.5
268,0.0,2.5
269,1.0,2.5
270,1.0,2.5
271,0.0,2.5
272,0.0,2.5
273,0.0,2.5
274,0.0,2.5
275,3.0,2.5
276,1.0,2.5
277,3.0,2.5
278,3.0,2.5
279,0.0,2.5
280,0.0,2.5
281,2.0,2.5
282,6.0,2.5
283,4.0,2.5
284,0.0,2.5
285,0.0,2.5
286,2.0,2.5
287,2.0,2.5
288,3.0,2.5
289,6.0,2.5
290,2.0,2.5
291,3.0,2.5
292,4.0,2.5
293,5.0,2.5
294,3.0,2.5
295,5.0,2.5
296,6.0,2.5
297,8.0,2.5
298,10.0,2.5
299,10.0,2.5
300,8.0,2.5
