day,cases,Rt
210,0.0,0.5
211,0.0,0.5
212,0.0,0.5
213,0.0,0.5
214,0.0,0.5
215,0.0,0.5
216,0.0,0.5
217,0.0,0.5
218,0.0,0.5
219,0.0,0.5
220,0.0,0.5
221,0.0,0.5
222,0.0,0.5
223,0.0,0.5
224,0.0,0.5
225,0.0,0.5
226,1.0,2.5
227,0.0,2.5
228,1.0,2.5
229,0.0,2.5
230,1.0,2.5
231,0.0,2.5
232,0.0,2.5
233,0.0,2.5
234,0.0,2.5
235,0.0,2.5
236,1.0,2.5
237,0.0,2.5
238,0.0,2.5
239,1.0,2.5
240,0.0,2.5
241,1.0,2.5
242,0.0,2.5
243,0.0,2.5
244,0.0,2.5
245,1.0,2.5
246,0.0,2.5
247,0.0,2.5
248,0.0,2.5
249,0.0,2.5
250,2.0,2.5
251,0.0,2.5
252,0.0,2.5
253,0.0,2.5
254,0.0,2.5
255,0.0,2.5
256,4.0,2.5
257,0.0,2.5
258,0.0,2.5
259,0.0,2.5
260,1.0,2.5
261,2.0,2.5
262,0.0,2.5
263,1.0,2.5
264,1.0,2.5
265,0.0,2.5
266,0.0,2.5
267,0.0,2.5
268,1.0,2.5
269,0.0,2.5
270,1.0,2.5
271,2.0,2.5
272,1.0,2.5
273,0.0,2.5
274,0.0,2.5
275,1.0,2.5
276,0.0,2.5
277,0.0,2.5
278,2.0,2.5
279,3.0,2.5
280,0.0,2.5
281,2.0,2.5
282,1.0,2.5
283,2.0,2.5
284,2.0,2.5
285,4.0,2.5
286,3.0,2.5
287,3.0,2.5
288,2.0,2.5
289,4.0,2.5
290,8.0,2.5
291,8.0,2.5
292,2.0,2.5
293,3.0,2.5
294,6.0,2.5
295,7.0,2.5
296,4.0,2.5
297,2.0,2.5
298,10.0,2.5
299,6.0,2.5
300,8.0,2.5
