day,cases,Rt
189,3.0,0.5
190,0.0,0.5
191,1.0,0.5
192,0.0,0.5
193,0.0,0.5
194,0.0,0.5
195,1.0,0.5
196,0.0,0.5
197,0.0,0.5
198,0.0,0.5
199,0.0,0.5
200,0.0,0.5
201,0.0,0.5
202,0.0,0.5
203,0.0,0.5
204,0.0,0.5
205,0.0,0.5
206,0.0,0.5
207,0.0,0.5
208,0.0,0.5
209,0.0,0.5
210,0.0,0.5
211,0.0,0.5
212,0.0,0.5
213,0.0,0.5
214,0.0,0.5
215,0.0,0.5
216,0.0,0.5
217,0.0,0.5
218,0.0,0.5
219,0.0,0.5
220,0.0,0.5
221,0.0,0.5
222,0.0,0.5
223,0.0,0.5
224,0.0,0.5
225,0.0,0.5
226,0.0,2.5
227,0.0,2.5
228,0.0,2.5
229,0.0,2.5
230,0.0,2.5
231,0.0,2.5
232,0.0,2.5
233,0.0,2.5
234,0.0,2.5
235,1.0,2.5
236,0.0,2.5
237,0.0,2.5
238,0.0,2.5
239,0.0,2.5
240,0.0,2.5
241,1.0,2.5
242,0.0,2.5
243,0.0,2.5
244,0.0,2.5
245,0.0,2.5
246,0.0,2.5
247,0.0,2.5
248,0.0,2.5
249,1.0,2.5
250,1.0,2.5
251,0.0,2.5
252,0.0,2.5
253,0.0,2.5
254,0.0,2.5
255,0.0,2.5
256,0.0,2.5
257,0.0,2.5
258,1.0,2.5
259,0.0,2.5
260,0.0,2.5
261,1.0,2.5
262,0.0,2.5
263,1.0,2.5
264,0.0,2.5
265,0.0,2.5
266,0.0,2.5
267,0.0,2.5
268,0.0,2.5
269,0.0,2.5
270,1.0,2.5
271,0.0,2.5
272,0.0,2.5
273,0.0,2.5
274,1.0,2.5
275,1.0,2.5
276,1.0,2.5
277,0.0,2.5
278,0.0,2.5
279,0.0,2.5
280,0.0,2.5
281,0.0,2.5
282,3.0,2.5
283,0.0,2.5
284,1.0,2.5
285,0.0,2.5
286,1.0,2.5
287,0.0,2.5
288,0.0,2.5
289,2.0,2.5
290,0.0,2.5
291,2.0,2.5
292,0.0,2.5
293,3.0,2.5
294,1.0,2.5
295,1.0,2.5
296,0.0,2.5
297,3.0,2.5
298,1.0,2.5
299,1.0,2.5
300,2.0,2.5
