"day","R_filt","R_filt_lower_bound","R_filt_upper_bound","R_smooth","R_smooth_lower_bound","R_smooth_upper_bound"
106,0.474726023206428,0.33,0.63,0.49332184874144,0.38,0.62
107,0.54549131504747,0.39,0.72,0.507439431936714,0.39,0.64
108,0.526723286989037,0.38,0.7,0.489683254707129,0.37,0.62
109,0.520595544176731,0.37,0.69,0.473056174529073,0.36,0.6
110,0.465815275906229,0.32,0.63,0.451354151948357,0.34,0.58
111,0.492736071021591,0.34,0.66,0.447454972863398,0.33,0.57
112,0.397840633866786,0.26,0.56,0.42801168106191,0.32,0.55
113,0.439523573120146,0.3,0.6,0.446674385313867,0.33,0.57
114,0.514891685530215,0.36,0.69,0.453929814963974,0.34,0.58
115,0.40537532618896,0.26,0.57,0.428358476701682,0.31,0.56
116,0.331884055607772,0.2,0.48,0.442805638330256,0.32,0.58
117,0.374566289833001,0.24,0.54,0.49719592652244,0.37,0.64
118,0.56508664064291,0.4,0.76,0.557326560534937,0.42,0.71
119,0.644335144006359,0.46,0.85,0.557632679765134,0.42,0.71
120,0.617541750714994,0.43,0.83,0.523980205686126,0.39,0.67
121,0.529948756813523,0.35,0.73,0.489513494215542,0.36,0.64
122,0.469567138019638,0.3,0.66,0.477374770105569,0.35,0.62
123,0.508019547058608,0.33,0.71,0.484088062435509,0.35,0.63
124,0.488932746381211,0.32,0.69,0.478739526851568,0.35,0.63
125,0.533539662589291,0.35,0.74,0.478705835968335,0.34,0.63
126,0.49017800495548,0.31,0.7,0.462476788245287,0.33,0.61
127,0.49013243332037,0.31,0.7,0.456459372811652,0.32,0.61
128,0.52373025464735,0.34,0.74,0.448604150222345,0.31,0.6
129,0.435939540546226,0.26,0.64,0.427136249373396,0.29,0.58
130,0.40201201508581,0.24,0.6,0.428115398469504,0.29,0.58
131,0.411139944499974,0.24,0.61,0.440369028457028,0.3,0.6
132,0.453952506793322,0.28,0.66,0.453641026017591,0.31,0.61
133,0.427919360321066,0.25,0.64,0.457562240730074,0.31,0.62
134,0.411210508408152,0.24,0.62,0.470640140156757,0.32,0.64
135,0.469653810683367,0.28,0.69,0.492432575158122,0.34,0.66
136,0.588451163114113,0.38,0.83,0.503177543873841,0.35,0.68
137,0.552485646063655,0.34,0.8,0.482482361886163,0.33,0.66
138,0.489942652384831,0.29,0.73,0.46717312677358,0.32,0.64
139,0.591607857010278,0.37,0.85,0.464969303598375,0.31,0.64
140,0.528075603575584,0.32,0.78,0.436209994019821,0.29,0.61
141,0.517885709768894,0.3,0.77,0.417492246850297,0.27,0.59
142,0.472126987885224,0.27,0.72,0.397533659607686,0.25,0.57
143,0.393880847677315,0.2,0.63,0.384321698575773,0.24,0.56
144,0.374947902946978,0.19,0.6,0.386084135460821,0.24,0.56
145,0.406378030644596,0.21,0.64,0.392560725966901,0.24,0.57
146,0.346318837611454,0.17,0.57,0.393680117259119,0.24,0.57
147,0.39011156032926,0.2,0.63,0.408067037649545,0.25,0.59
148,0.384320517222888,0.19,0.62,0.416300153880839,0.26,0.6
149,0.382499686280049,0.19,0.62,0.427471540812861,0.26,0.62
150,0.334553665767185,0.15,0.57,0.441255505574677,0.27,0.64
151,0.346153721454957,0.16,0.58,0.467106773583851,0.29,0.67
152,0.45913459178329,0.24,0.73,0.495703130565004,0.31,0.71
153,0.510694771119416,0.28,0.8,0.507583839828761,0.32,0.72
154,0.508732947497438,0.27,0.8,0.511499316768757,0.32,0.73
155,0.510001710029907,0.27,0.81,0.516461144528949,0.32,0.74
156,0.513922956824707,0.27,0.82,0.522018584870305,0.33,0.75
157,0.519993576627212,0.27,0.83,0.527792025905964,0.33,0.76
158,0.586646176087181,0.32,0.91,0.533456338332904,0.33,0.77
159,0.589708941843356,0.32,0.92,0.529153166359765,0.32,0.77
160,0.532449558409192,0.27,0.86,0.524017546213086,0.32,0.77
161,0.481023429676122,0.23,0.8,0.52709953408558,0.32,0.78
162,0.503398358579155,0.24,0.83,0.538178778300241,0.32,0.79
163,0.525470874086925,0.26,0.86,0.547667014672992,0.33,0.81
164,0.478806488650294,0.22,0.81,0.555358786959787,0.33,0.82
165,0.509133199682441,0.24,0.85,0.570523816576271,0.34,0.84
166,0.60816004470104,0.31,0.97,0.583589545010542,0.35,0.86
167,0.559093937841176,0.27,0.92,0.584836932010707,0.35,0.86
168,0.51474877838358,0.23,0.87,0.592855935006935,0.35,0.88
169,0.552065345968483,0.26,0.92,0.607502406645419,0.36,0.9
170,0.510826246409915,0.23,0.87,0.619228547944298,0.37,0.91
171,0.631167408419036,0.32,1.02,0.637317989702204,0.38,0.94
172,0.586658502253039,0.28,0.97,0.642767032671734,0.39,0.95
173,0.545895986145682,0.24,0.93,0.654167437446293,0.39,0.96
174,0.593433269180431,0.28,0.99,0.67146147376552,0.4,0.98
175,0.638868735398972,0.31,1.05,0.685169404408699,0.41,1
176,0.682911824889792,0.34,1.11,0.695086958844001,0.42,1.02
177,0.725653982774672,0.37,1.17,0.701003612919367,0.42,1.03
178,0.679722943927577,0.33,1.12,0.702756135032176,0.42,1.03
179,0.727335806671942,0.36,1.18,0.709638111274884,0.43,1.04
180,0.86110952208363,0.46,1.35,0.712154311670864,0.43,1.05
181,0.806945563881528,0.41,1.29,0.700947904647926,0.41,1.04
182,0.755257167438709,0.37,1.23,0.694602536255593,0.4,1.04
183,0.70610084297498,0.33,1.18,0.692979907557658,0.4,1.04
184,0.659812200059499,0.29,1.12,0.696022596823797,0.4,1.05
185,0.616857211921059,0.26,1.07,0.703718697385492,0.41,1.06
186,0.577647053052523,0.23,1.03,0.716072452813986,0.41,1.07
187,0.648756413306437,0.28,1.11,0.733086798025231,0.43,1.09
188,0.815230736085474,0.41,1.32,0.745366232593882,0.44,1.11
189,0.770015312882525,0.37,1.27,0.743303252697316,0.43,1.11
190,0.831897024110892,0.41,1.35,0.745317821698284,0.43,1.12
191,0.786726085917148,0.37,1.3,0.741973614155691,0.43,1.12
192,0.743766172352297,0.34,1.26,0.742471489069739,0.42,1.12
193,0.813240206928428,0.39,1.34,0.746751678474368,0.43,1.13
194,0.769108643250942,0.35,1.29,0.745538416082219,0.42,1.13
195,0.72745597660594,0.32,1.25,0.74801925790648,0.42,1.14
196,0.803389755473239,0.37,1.34,0.754146454751195,0.42,1.15
197,0.874674312134148,0.43,1.43,0.754657224297577,0.42,1.15
198,0.829519334712274,0.39,1.38,0.749530726906403,0.41,1.15
199,0.786621617613871,0.35,1.33,0.747836046557795,0.41,1.16
200,0.745915388075398,0.32,1.29,0.749500519659366,0.41,1.16
201,0.829016218379405,0.38,1.39,0.754492108543577,0.41,1.17
202,0.787544206462392,0.35,1.34,0.753706093857469,0.4,1.18
203,0.748812279752981,0.32,1.3,0.75614578191974,0.4,1.19
204,0.712630803458218,0.29,1.26,0.76173549646528,0.4,1.2
205,0.679045072755578,0.27,1.22,0.770435007664625,0.4,1.21
206,0.648183478874495,0.24,1.18,0.782217316392915,0.41,1.23
207,0.620118897540474,0.22,1.15,0.797055024661189,0.42,1.26
208,0.72964475001377,0.3,1.29,0.814917370930483,0.43,1.28
209,0.70173795689765,0.28,1.26,0.826706596706046,0.43,1.3
210,0.676260323860062,0.26,1.23,0.841245876366252,0.44,1.33
211,0.652764205256397,0.24,1.2,0.858476448036618,0.45,1.36
212,0.631147460412752,0.22,1.18,0.878381888666189,0.46,1.39
213,0.611446932707691,0.21,1.16,0.900957795373896,0.47,1.42
214,0.593642783767862,0.19,1.14,0.926195597802411,0.49,1.46
215,0.577650194523853,0.18,1.12,0.954084340925435,0.5,1.5
216,0.563497165710604,0.17,1.11,0.984614917638145,0.52,1.54
217,0.551179857041944,0.16,1.1,1.01776511159812,0.54,1.59
218,0.697927213182799,0.26,1.29,1.05349940819557,0.57,1.64
219,0.684563489721728,0.24,1.28,1.08270583799303,0.59,1.68
220,0.672448312067142,0.23,1.27,1.11412752417753,0.61,1.73
221,0.661049067435436,0.22,1.26,1.14774377471616,0.63,1.77
222,0.650394942089578,0.21,1.26,1.18358936615544,0.65,1.82
223,0.640328688886688,0.2,1.25,1.22169783751246,0.68,1.88
224,0.630919809402027,0.19,1.24,1.26212191237298,0.7,1.93
225,0.622324204098242,0.18,1.24,1.30490826969643,0.73,1.99
226,0.792834808072464,0.29,1.47,1.35008480410036,0.77,2.05
227,0.782259395220878,0.28,1.46,1.38849013537026,0.79,2.1
228,0.772095262314197,0.27,1.46,1.42899320083115,0.82,2.15
229,0.943182952665821,0.38,1.69,1.47163922807434,0.85,2.21
230,0.928949438108543,0.36,1.68,1.50728211947255,0.88,2.26
231,0.913983362949479,0.35,1.67,1.54501987440127,0.9,2.31
232,0.897678377372043,0.33,1.65,1.58500336871137,0.93,2.37
233,1.07016403676452,0.45,1.88,1.62745844381439,0.96,2.42
234,1.23338231155547,0.56,2.09,1.66330646119268,0.98,2.47
235,1.38860787175387,0.67,2.29,1.69247878563616,1,2.52
236,1.35156630313518,0.64,2.25,1.7150155410823,1.01,2.56
237,1.30997618393766,0.6,2.21,1.74045070483763,1.03,2.6
238,1.4525164038302,0.71,2.38,1.76923635701422,1.04,2.64
239,1.76268009640299,0.95,2.77,1.79253910219833,1.05,2.68
240,1.68978834949848,0.89,2.68,1.80143543140065,1.04,2.71
241,1.61169104204363,0.83,2.58,1.8148152202586,1.04,2.74
242,1.52869919660591,0.76,2.48,1.83325379288216,1.04,2.78
243,1.97232774387786,1.12,3,1.85743946015642,1.05,2.83
244,1.86064683035819,1.03,2.86,1.86064683035819,1.03,2.86
